Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
PENINSULA PLAZA,"667,320",333.68,"2,000",05 Mar 2020,111 NORTH BRIDGE ROAD #08-21,Resale,Strata,31,"21,526",Office,999 yrs from 29/10/1829,06,17,179098,Central Region,Downtown Core
GOLDEN MILE COMPLEX,"250,000",226.04,"1,106",05 Mar 2020,5001 BEACH ROAD #07-58,Resale,Strata,21,"11,905",Office,99 yrs from 04/08/1969,07,19,199588,Central Region,Downtown Core
PEACE CENTRE/MANSIONS,"850,000",807.3,"1,053",06 Mar 2020,1 SOPHIA ROAD #05-38,Resale,Strata,75,"11,333",Office,99 yrs from 02/06/1970,09,22,228149,Central Region,Rochor
SOHO LIFE,"568,000",419.8,"1,353",06 Mar 2020,216 JOO CHIAT ROAD #03-20,Resale,Strata,39,"14,564",Office,Freehold,15,42,427483,Central Region,Geylang
SOHO LIFE,"488,000",344.45,"1,417",09 Mar 2020,216 JOO CHIAT ROAD #02-25,Resale,Strata,32,"15,250",Office,Freehold,15,42,427483,Central Region,Geylang
CENTRIUM SQUARE,"2,279,500",861.12,"2,647",09 Mar 2020,320 SERANGOON ROAD #14-09,New Sale,Strata,80,"28,494",Office,Freehold,08,21,218108,Central Region,Kallang
111 SOMERSET,"3,450,000","1,334.74","2,585",09 Mar 2020,111 SOMERSET ROAD #08-10,Resale,Strata,124,"27,823",Office,99 yrs from 19/02/1975,09,23,238164,Central Region,Orchard
PAYA LEBAR SQUARE,"1,080,000",645.84,"1,672",11 Mar 2020,60 PAYA LEBAR ROAD #10-19,Resale,Strata,60,"18,000",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
ORCHARD TOWERS,"450,000",215.28,"2,090",13 Mar 2020,400 ORCHARD ROAD #05-04,Resale,Strata,20,"22,500",Office,Freehold,09,23,238875,Central Region,Orchard
SIM LIM TOWER,"861,000",419.8,"2,051",16 Mar 2020,10 JALAN BESAR #11-02,Resale,Strata,39,"22,077",Office,Freehold,08,20,208787,Central Region,Rochor
OXLEY TOWER,"2,400,000",968.76,"2,477",19 Mar 2020,138 ROBINSON ROAD #11-03,Resale,Strata,90,"26,667",Office,Freehold,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,"2,800,000","1,140.98","2,454",19 Mar 2020,138 ROBINSON ROAD #11-04,Resale,Strata,106,"26,415",Office,Freehold,01,06,068906,Central Region,Downtown Core
PARKLANE SHOPPING MALL,"495,000",452.09,"1,095",23 Mar 2020,35 SELEGIE ROAD #09-12,Resale,Strata,42,"11,786",Office,99 yrs from 01/12/1974,07,18,188307,Central Region,Rochor
CENTRIUM SQUARE,"1,640,900",613.55,"2,674",24 Mar 2020,320 SERANGOON ROAD #14-06,New Sale,Strata,57,"28,788",Office,Freehold,08,21,218108,Central Region,Kallang
ORIENTAL VENTURE BUILDING,"1,060,000","1,097.93",965,24 Mar 2020,711 GEYLANG ROAD #03-03,Resale,Strata,102,"10,392",Office,Freehold,14,38,389626,Central Region,Geylang
FURAMA CITY CENTRE SINGAPORE,"500,000",387.5,"1,290",25 Mar 2020,60 EU TONG SEN STREET #03-24,Resale,Strata,36,"13,889",Office,99 yrs from 19/10/1979,01,05,059804,Central Region,Outram
PENINSULA PLAZA,"620,100",344.45,"1,800",01 Apr 2020,111 NORTH BRIDGE ROAD #02-32,Resale,Strata,32,"19,378",Office,999 yrs from 29/10/1829,06,17,179098,Central Region,Downtown Core
THE BENCOOLEN,"1,080,000",602.78,"1,792",06 Apr 2020,180B BENCOOLEN STREET #04-03,Resale,Strata,56,"19,286",Office,99 yrs from 24/06/1995,07,18,189648,Central Region,Rochor
NORTH BRIDGE CENTRE,"4,800,000","2,249.68","2,134",06 Apr 2020,"420 NORTH BRIDGE ROAD #05-36,37,38,39,40",Resale,Strata,209,"22,967",Office,998 yrs from 25/01/1827,07,18,188727,Central Region,Downtown Core
THE CENTRAL,"3,500,000","1,216.33","2,878",06 Apr 2020,8 EU TONG SEN STREET #12-81,Resale,Strata,113,"30,973",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
CENTRIUM SQUARE,"2,623,600","1,011.82","2,593",06 Apr 2020,320 SERANGOON ROAD #15-13,New Sale,Strata,94,"27,911",Office,Freehold,08,21,218108,Central Region,Kallang
WOODS SQUARE,"1,052,286",559.73,"1,880",07 Apr 2020,12 WOODLANDS SQUARE #07-73,Resale,Strata,52,"20,236",Office,99 yrs from 15/07/2014,25,73,737715,North Region,Woodlands
PANDAN VALLEY,"3,811,000","3,702.82","1,029",13 Apr 2020,2 PANDAN VALLEY #B1-204,Resale,Strata,344,"11,078",Office,Freehold,21,59,597626,Central Region,Bukit Timah
MAXWELL HOUSE,"450,000",269.1,"1,672",15 Apr 2020,20 MAXWELL ROAD #11-26,Resale,Strata,25,"18,000",Office,99 yrs from 02/06/1969,01,06,069113,Central Region,Outram
CENTRIUM SQUARE,"2,258,200",861.12,"2,622",15 Apr 2020,320 SERANGOON ROAD #13-04,New Sale,Strata,80,"28,228",Office,Freehold,08,21,218108,Central Region,Kallang
MANHATTAN HOUSE,"765,000",667.37,"1,146",16 Apr 2020,151 CHIN SWEE ROAD #12-14,Resale,Strata,62,"12,339",Office,99 yrs from 15/10/1969,03,16,169876,Central Region,Outram
MANHATTAN HOUSE,"680,000",538.2,"1,263",22 Apr 2020,151 CHIN SWEE ROAD #12-12,Resale,Strata,50,"13,600",Office,99 yrs from 15/10/1969,03,16,169876,Central Region,Outram
N.A.,"1,218,000","1,851.41",658,05 May 2020,787 UPPER SERANGOON ROAD #02-01,Resale,Strata,172,"7,081",Office,999 yrs from 02/12/1878,19,53,534654,North East Region,Hougang
SUNTEC CITY,"13,935,580","4,822.27","2,890",08 May 2020,7 TEMASEK BOULEVARD #37-01,Resale,Strata,448,"31,106",Office,99 yrs from 01/03/1989,01,03,038987,Central Region,Downtown Core
CENTRIUM SQUARE,"1,862,000",710.42,"2,621",26 May 2020,320 SERANGOON ROAD #13-11,Resale,Strata,66,"28,212",Office,Freehold,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,"2,494,700",979.52,"2,547",26 May 2020,320 SERANGOON ROAD #13-12,Resale,Strata,91,"27,414",Office,Freehold,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,"2,420,000",990.29,"2,444",02 Jun 2020,320 SERANGOON ROAD #11-01,Resale,Strata,92,"26,304",Office,Freehold,08,21,218108,Central Region,Kallang
INTERNATIONAL PLAZA,"1,960,753",990.29,"1,980",05 Jun 2020,10 ANSON ROAD #17-14,Resale,Strata,92,"21,313",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
THE RIVERSIDE PIAZZA,"1,350,000",828.83,"1,629",09 Jun 2020,11 KENG CHEOW STREET #01-03,Resale,Strata,77,"17,532",Office,99 yrs from 02/10/1992,01,05,059608,Central Region,Singapore River
PENINSULA PLAZA,"620,100",344.45,"1,800",12 Jun 2020,111 NORTH BRIDGE ROAD #02-33,Resale,Strata,32,"19,378",Office,999 yrs from 29/10/1829,06,17,179098,Central Region,Downtown Core
LUCKY PLAZA,"1,948,000",387.5,"5,027",12 Jun 2020,304 ORCHARD ROAD #03-10,Resale,Strata,36,"54,111",Office,Freehold,09,23,238863,Central Region,Orchard
GOLDEN MILE COMPLEX,"728,000",925.7,786,17 Jun 2020,5001 BEACH ROAD #07-09,Resale,Strata,86,"8,465",Office,99 yrs from 04/08/1969,07,19,199588,Central Region,Downtown Core
OXLEY @ RAFFLES,"122,300,000","59,180.47","2,067",22 Jun 2020,30 RAFFLES PLACE #05-01 ETC,Resale,Strata,"5,498","22,244",Office,99 yrs from 07/12/1989,01,04,048622,Central Region,Downtown Core
SULTAN PLAZA,"1,450,000","1,302.44","1,113",03 Jul 2020,100 JALAN SULTAN #07-00,Resale,Strata,121,"11,983",Office,99 yrs from 02/05/1978,07,19,199001,Central Region,Kallang
THE MODULES,"600,000",365.98,"1,639",06 Jul 2020,387 JOO CHIAT ROAD #04-12,Resale,Strata,34,"17,647",Office,Freehold,15,42,427623,Central Region,Marine Parade
ARC 380,"1,650,000",731.95,"2,254",07 Jul 2020,380 JALAN BESAR #07-07,Resale,Strata,68,"24,265",Office,Freehold,08,20,209000,Central Region,Kallang
ARC 380,"1,700,000",764.24,"2,224",07 Jul 2020,380 JALAN BESAR #07-08,Resale,Strata,71,"23,944",Office,Freehold,08,20,209000,Central Region,Kallang
INTERNATIONAL PLAZA,"1,030,000",462.85,"2,225",07 Jul 2020,10 ANSON ROAD #16-05,Resale,Strata,43,"23,953",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
PEOPLE'S PARK CENTRE,"549,000",365.98,"1,500",08 Jul 2020,101 UPPER CROSS STREET #04-23,Resale,Strata,34,"16,147",Office,99 yrs from 02/06/1970,01,05,058357,Central Region,Outram
REGENCY SUITES,"1,540,000","1,033.34","1,490",16 Jul 2020,38 KIM TIAN ROAD #06-06,Resale,Strata,96,"16,042",Office,Freehold,03,16,169262,Central Region,Bukit Merah
HIGH STREET CENTRE,"739,200",527.44,"1,401",16 Jul 2020,1 NORTH BRIDGE ROAD #B1-41,Resale,Strata,49,"15,086",Office,99 yrs from 02/06/1969,06,17,179094,Central Region,Downtown Core
WOODS SQUARE,"2,136,663","1,033.34","2,068",21 Jul 2020,12 WOODLANDS SQUARE #06-78,Resale,Strata,96,"22,257",Office,99 yrs from 15/07/2014,25,73,737715,North Region,Woodlands
TOWNSHEND BUILDING,"828,000",484.38,"1,709",24 Jul 2020,54 MAUDE ROAD #02-04,Resale,Strata,45,"18,400",Office,Freehold,08,20,208346,Central Region,Kallang
ICON@CHANGI,"550,000",365.98,"1,503",24 Jul 2020,228 CHANGI ROAD #02-06,Resale,Strata,34,"16,176",Office,Freehold,14,41,419741,Central Region,Geylang
PENINSULA PLAZA,"650,000",333.68,"1,948",27 Jul 2020,111 NORTH BRIDGE ROAD #04-07,Resale,Strata,31,"20,968",Office,999 yrs from 29/10/1829,06,17,179098,Central Region,Downtown Core
BEAUTY WORLD PLAZA,"980,000",344.45,"2,845",27 Jul 2020,140 UPPER BUKIT TIMAH ROAD #02-01,Resale,Strata,32,"30,625",Office,999 yrs from 07/06/1884,21,58,588176,Central Region,Bukit Timah
BURLINGTON SQUARE,"892,000",548.96,"1,625",29 Jul 2020,175A BENCOOLEN STREET #07-10,Resale,Strata,51,"17,490",Office,99 yrs from 10/06/1996,07,18,189650,Central Region,Rochor
PAYA LEBAR SQUARE,"1,020,000",538.2,"1,895",03 Aug 2020,60 PAYA LEBAR ROAD #11-53,Resale,Strata,50,"20,400",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
SEASIDE PARK,"1,250,000",947.23,"1,320",06 Aug 2020,15 JALAN SAUDARA KU,Resale,Strata,88,"14,205",Office,999 yrs from 01/01/1965,15,45,457451,East Region,Bedok
THE CITRON,"700,000",505.91,"1,384",07 Aug 2020,1 MARNE ROAD #01-15,Resale,Strata,47,"14,894",Office,Freehold,08,20,208380,Central Region,Kallang
SIMS AVENUE CENTRE,"1,528,490","1,528.49","1,000",07 Aug 2020,540 SIMS AVENUE #04-01,Resale,Strata,142,"10,764",Office,Freehold,14,38,387603,Central Region,Geylang
INTERNATIONAL PLAZA,"970,000",473.62,"2,048",12 Aug 2020,10 ANSON ROAD #29-03,Resale,Strata,44,"22,045",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
SUNTEC CITY,"10,600,000","3,078.5","3,443",14 Aug 2020,7 TEMASEK BOULEVARD #43-03,Resale,Strata,286,"37,063",Office,99 yrs from 01/03/1989,01,03,038987,Central Region,Downtown Core
WOODS SQUARE,"1,162,800",645.84,"1,800",18 Aug 2020,12 WOODLANDS SQUARE #02-83,Resale,Strata,60,"19,380",Office,99 yrs from 15/07/2014,25,73,737715,North Region,Woodlands
SOHO LIFE,"510,000",312.16,"1,634",19 Aug 2020,216 JOO CHIAT ROAD #03-15,Resale,Strata,29,"17,586",Office,Freehold,15,42,427483,Central Region,Geylang
THE CENTRAL,"4,187,700","1,485.43","2,819",21 Aug 2020,8 EU TONG SEN STREET #15-97,Resale,Strata,138,"30,346",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
BEAUTY WORLD PLAZA,"475,000",150.7,"3,152",24 Aug 2020,140 UPPER BUKIT TIMAH ROAD #02-13,Resale,Strata,14,"33,929",Office,999 yrs from 07/06/1884,21,58,588176,Central Region,Bukit Timah
INTERNATIONAL PLAZA,"988,000",473.62,"2,086",25 Aug 2020,10 ANSON ROAD #11-12,Resale,Strata,44,"22,455",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
PAYA LEBAR SQUARE,"1,000,000",538.2,"1,858",25 Aug 2020,60 PAYA LEBAR ROAD #05-46,Resale,Strata,50,"20,000",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
GOLDEN MILE COMPLEX,"270,000",226.04,"1,194",27 Aug 2020,5001 BEACH ROAD #07-60,Resale,Strata,21,"12,857",Office,99 yrs from 04/08/1969,07,19,199588,Central Region,Downtown Core
SOHO LIFE,"530,000",344.45,"1,539",28 Aug 2020,216 JOO CHIAT ROAD #03-12,Resale,Strata,32,"16,563",Office,Freehold,15,42,427483,Central Region,Geylang
INTERNATIONAL PLAZA,"1,072,445",527.44,"2,033",01 Sep 2020,10 ANSON ROAD #29-01,Resale,Strata,49,"21,887",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
THE CENTRAL,"2,350,000",925.7,"2,539",01 Sep 2020,8 EU TONG SEN STREET #21-85,Resale,Strata,86,"27,326",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
INTERNATIONAL PLAZA,"2,258,718","1,313.21","1,720",03 Sep 2020,10 ANSON ROAD #22-08,Resale,Strata,122,"18,514",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
CENTRIUM SQUARE,"1,625,500",613.55,"2,649",03 Sep 2020,320 SERANGOON ROAD #13-05,Resale,Strata,57,"28,518",Office,Freehold,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,"1,537,600",570.49,"2,695",04 Sep 2020,320 SERANGOON ROAD #15-03,Resale,Strata,53,"29,011",Office,Freehold,08,21,218108,Central Region,Kallang
FU LU SHOU COMPLEX,"1,170,000",936.47,"1,249",07 Sep 2020,149 ROCHOR ROAD #05-04,Resale,Strata,87,"13,448",Office,99 yrs from 16/06/1980,07,18,188425,Central Region,Rochor
SOHO LIFE,"555,000",409.03,"1,357",10 Sep 2020,216 JOO CHIAT ROAD #02-21,Resale,Strata,38,"14,605",Office,Freehold,15,42,427483,Central Region,Geylang
INTERNATIONAL PLAZA,"1,043,000",473.62,"2,202",11 Sep 2020,10 ANSON ROAD #23-03,Resale,Strata,44,"23,705",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
ORCHARD PLAZA,"1,744,931","1,388.56","1,257",15 Sep 2020,150 ORCHARD ROAD #06-01,Resale,Strata,129,"13,527",Office,99 yrs from 02/06/1977,09,23,238841,Central Region,Orchard
PAYA LEBAR SQUARE,"992,645",505.91,"1,962",15 Sep 2020,60 PAYA LEBAR ROAD #06-40,Resale,Strata,47,"21,120",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
THE 101,"2,530,000","1,453.14","1,741",16 Sep 2020,101 BEACH ROAD #02-03,Resale,Strata,135,"18,741",Office,999 yrs from 25/01/1827,07,18,189703,Central Region,Downtown Core
PARKLANE SHOPPING MALL,"600,000",441.32,"1,360",17 Sep 2020,35 SELEGIE ROAD #05-14,Resale,Strata,41,"14,634",Office,99 yrs from 01/12/1974,07,18,188307,Central Region,Rochor
CENTRIUM SQUARE,"2,254,000",861.12,"2,618",18 Sep 2020,320 SERANGOON ROAD #15-04,Resale,Strata,80,"28,175",Office,Freehold,08,21,218108,Central Region,Kallang
WOODS SQUARE,"1,208,152",656.6,"1,840",18 Sep 2020,12 WOODLANDS SQUARE #05-61,Resale,Strata,61,"19,806",Office,99 yrs from 15/07/2014,25,73,737715,North Region,Woodlands
THE MODULES,"618,000",365.98,"1,689",21 Sep 2020,387 JOO CHIAT ROAD #02-12,Resale,Strata,34,"18,176",Office,Freehold,15,42,427623,Central Region,Marine Parade
TEXTILE CENTRE,"1,100,000","1,162.51",946,22 Sep 2020,200 JALAN SULTAN #08-01,Resale,Strata,108,"10,185",Office,99 yrs from 02/06/1970,07,19,199018,Central Region,Kallang
CENTRIUM SQUARE,"1,506,848",570.49,"2,641",22 Sep 2020,320 SERANGOON ROAD #15-10,Resale,Strata,53,"28,431",Office,Freehold,08,21,218108,Central Region,Kallang
WOODS SQUARE,"1,905,125",936.47,"2,034",23 Sep 2020,12 WOODLANDS SQUARE #02-71,Resale,Strata,87,"21,898",Office,99 yrs from 15/07/2014,25,73,737715,North Region,Woodlands
OXLEY TOWER,"2,952,162","1,205.57","2,449",23 Sep 2020,138 ROBINSON ROAD #23-01,Resale,Strata,112,"26,359",Office,Freehold,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,"2,979,156","1,216.33","2,449",23 Sep 2020,138 ROBINSON ROAD #23-02,Resale,Strata,113,"26,364",Office,Freehold,01,06,068906,Central Region,Downtown Core
ABI PLAZA,"200,000,000","105,474.28","1,896",24 Sep 2020,11 KEPPEL ROAD #01-01,Resale,Strata,"9,798.8","20,411",Office,Freehold,02,08,089057,Central Region,Downtown Core
THE PLAZA,"625,000",430.56,"1,452",25 Sep 2020,7500A BEACH ROAD #07-305,Resale,Strata,40,"15,625",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Downtown Core
THE CENTRAL,"1,550,000",645.84,"2,400",28 Sep 2020,8 EU TONG SEN STREET #22-86,Resale,Strata,60,"25,833",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
HIGH STREET PLAZA,"6,324,750","2,809.4","2,251",30 Sep 2020,"77 HIGH STREET #10-01,02,03,04,05",Resale,Strata,261,"24,233",Office,999 yrs from 11/06/1827,06,17,179433,Central Region,Downtown Core
CHINATOWN POINT,"1,688,888","1,033.34","1,634",01 Oct 2020,133 NEW BRIDGE ROAD #09-01,Resale,Strata,96,"17,593",Office,99 yrs from 12/11/1980,01,05,059413,Central Region,Outram
TONG ENG BUILDING,"1,228,000",462.85,"2,653",02 Oct 2020,101 CECIL STREET #13-04,Resale,Strata,43,"28,558",Office,999 yrs from 08/06/1885,01,06,069533,Central Region,Downtown Core
PEK CHUAN BUILDING,"1,350,000","1,313.21","1,028",02 Oct 2020,116 LAVENDER STREET #01-03,Resale,Strata,122,"11,066",Office,99 yrs from 02/05/1978,12,33,338730,Central Region,Kallang
PARKLANE SHOPPING MALL,"410,000",290.63,"1,411",05 Oct 2020,35 SELEGIE ROAD #03-21,Resale,Strata,27,"15,185",Office,99 yrs from 01/12/1974,07,18,188307,Central Region,Rochor
THE CENTRAL,"2,251,000",861.12,"2,614",06 Oct 2020,8 EU TONG SEN STREET #14-82,Resale,Strata,80,"28,138",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
CENTRIUM SQUARE,"2,213,000",861.12,"2,570",06 Oct 2020,320 SERANGOON ROAD #13-09,Resale,Strata,80,"27,663",Office,Freehold,08,21,218108,Central Region,Kallang
HAVELOCK2,"775,000",387.5,"2,000",09 Oct 2020,2 HAVELOCK ROAD #07-21,Resale,Strata,36,"21,528",Office,99 yrs from 04/05/1983,01,05,059763,Central Region,Singapore River
FORTUNE CENTRE,"3,060,000","2,217.38","1,380",09 Oct 2020,190 MIDDLE ROAD #18-01,Resale,Strata,206,"14,854",Office,99 yrs from 18/10/1980,07,18,188979,Central Region,Rochor
THE CENTRAL,"1,810,000",742.72,"2,437",12 Oct 2020,6 EU TONG SEN STREET #08-01,Resale,Strata,69,"26,232",Office,99 yrs from 02/01/2001,01,05,059817,Central Region,Singapore River
ICB ENTERPRISE HOUSE,"4,702,500","4,477.82","1,050",13 Oct 2020,"116 MIDDLE ROAD #09-01,02,03,04",Resale,Strata,416,"11,304",Office,99 yrs from 01/12/1974,07,18,188972,Central Region,Rochor
HIGH STREET CENTRE,"1,070,000",548.96,"1,949",14 Oct 2020,1 NORTH BRIDGE ROAD #11-04,Resale,Strata,51,"20,980",Office,99 yrs from 02/06/1969,06,17,179094,Central Region,Downtown Core
CENTRIUM SQUARE,"2,543,300",990.29,"2,568",14 Oct 2020,320 SERANGOON ROAD #14-01,Resale,Strata,92,"27,645",Office,Freehold,08,21,218108,Central Region,Kallang
PAYA LEBAR SQUARE,"2,580,000","1,356.26","1,902",15 Oct 2020,60 PAYA LEBAR ROAD #04-17,Resale,Strata,126,"20,476",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"930,000",484.38,"1,920",15 Oct 2020,60 PAYA LEBAR ROAD #12-03,Resale,Strata,45,"20,667",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
TONG ENG BUILDING,"3,200,000","1,227.1","2,608",16 Oct 2020,101 CECIL STREET #16-12,Resale,Strata,114,"28,070",Office,999 yrs from 08/06/1885,01,06,069533,Central Region,Downtown Core
SHENTON HOUSE,"1,609,900",947.23,"1,700",19 Oct 2020,3 SHENTON WAY #07-04,Resale,Strata,88,"18,294",Office,99 yrs from 02/06/1969,01,06,068805,Central Region,Downtown Core
SHENTON HOUSE,"2,136,000","1,334.74","1,600",19 Oct 2020,3 SHENTON WAY #03-06C,Resale,Strata,124,"17,226",Office,99 yrs from 02/06/1969,01,06,068805,Central Region,Downtown Core
HAVELOCK2,"826,875",495.14,"1,670",20 Oct 2020,2 HAVELOCK ROAD #05-18,Resale,Strata,46,"17,976",Office,99 yrs from 04/05/1983,01,05,059763,Central Region,Singapore River
HAVELOCK2,"863,625",516.67,"1,672",20 Oct 2020,2 HAVELOCK ROAD #05-17,Resale,Strata,48,"17,992",Office,99 yrs from 04/05/1983,01,05,059763,Central Region,Singapore River
CENTRIUM SQUARE,"1,624,491",613.55,"2,648",20 Oct 2020,320 SERANGOON ROAD #14-08,Resale,Strata,57,"28,500",Office,Freehold,08,21,218108,Central Region,Kallang
CHINATOWN POINT,"4,250,000","2,486.48","1,709",22 Oct 2020,"133 NEW BRIDGE ROAD #18-03,04,05",Resale,Strata,231,"18,398",Office,99 yrs from 12/11/1980,01,05,059413,Central Region,Outram
GOLDEN MILE TOWER,"360,000",258.34,"1,394",23 Oct 2020,6001 BEACH ROAD #02-06,Resale,Strata,24,"15,000",Office,99 yrs from 09/06/1969,07,19,199589,Central Region,Downtown Core
THE CENTRAL,"1,463,000",645.84,"2,265",23 Oct 2020,6 EU TONG SEN STREET #07-13,Resale,Strata,60,"24,383",Office,99 yrs from 02/01/2001,01,05,059817,Central Region,Singapore River
PLUS,"8,667,172","2,626.42","3,300",23 Oct 2020,"20 CECIL STREET #23-06,07",Resale,Strata,244,"35,521",Office,99 yrs from 07/12/1989,01,04,049705,Central Region,Downtown Core
FAR EAST SHOPPING CENTRE,"2,151,000",818.06,"2,629",28 Oct 2020,545 ORCHARD ROAD #12-05,Resale,Strata,76,"28,303",Office,999 yrs from 30/10/1871,09,23,238882,Central Region,Orchard
SOHO LIFE,"680,000",462.85,"1,469",29 Oct 2020,216 JOO CHIAT ROAD #03-14,Resale,Strata,43,"15,814",Office,Freehold,15,42,427483,Central Region,Geylang
N.A.,"655,000,000","25,294.32","25,895",30 Oct 2020,71 ROBINSON ROAD,Resale,Land,"2,349.9","278,735",Office,85 yrs from 18/04/2007,01,06,068895,Central Region,Downtown Core
PARKWAY CENTRE,"1,202,000",828.83,"1,450",30 Oct 2020,1 MARINE PARADE CENTRAL #13-03,Resale,Strata,77,"15,610",Office,99 yrs from 23/07/1981,15,44,449408,Central Region,Marine Parade
THE MEZZO,"950,000",592.02,"1,605",30 Oct 2020,205 BALESTIER ROAD #02-02,Resale,Strata,55,"17,273",Office,Freehold,12,32,329682,Central Region,Novena
CENTRIUM SQUARE,"1,631,450",613.55,"2,659",02 Nov 2020,320 SERANGOON ROAD #15-05,Resale,Strata,57,"28,622",Office,Freehold,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,"1,631,450",613.55,"2,659",02 Nov 2020,320 SERANGOON ROAD #15-06,Resale,Strata,57,"28,622",Office,Freehold,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,"1,631,450",613.55,"2,659",02 Nov 2020,320 SERANGOON ROAD #15-07,Resale,Strata,57,"28,622",Office,Freehold,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,"1,631,450",613.55,"2,659",02 Nov 2020,320 SERANGOON ROAD #15-08,Resale,Strata,57,"28,622",Office,Freehold,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,"2,265,500",861.12,"2,631",02 Nov 2020,320 SERANGOON ROAD #15-09,Resale,Strata,80,"28,319",Office,Freehold,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,"1,567,800",570.49,"2,748",02 Nov 2020,320 SERANGOON ROAD #16-10,Resale,Strata,53,"29,581",Office,Freehold,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,"2,192,064",861.12,"2,546",03 Nov 2020,320 SERANGOON ROAD #12-04,Resale,Strata,80,"27,401",Office,Freehold,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,"1,887,578",721.19,"2,617",03 Nov 2020,320 SERANGOON ROAD #15-02,Resale,Strata,67,"28,173",Office,Freehold,08,21,218108,Central Region,Kallang
